fund_symbol,fund_extended_name,fund_family,inception_date,category,investment_strategy,investment_type,size_type,currency,fund_net_annual_expense_ratio,category_net_annual_expense_ratio,asset_stocks,asset_bonds,price_earnings_ratio,price_book_ratio,price_sales_ratio,price_cashflow_ratio,sector_basic_materials,sector_consumer_cyclical,sector_financial_services,sector_real_estate,sector_consumer_defensive,sector_healthcare,sector_utilities,sector_communication_services,sector_energy,sector_industrials,sector_technology,credit_us_government,credit_aaa,credit_aa,credit_a,credit_bbb,credit_bb,credit_b,credit_below_b,credit_other_ratings,net_asset_value,fund_yield,top10_holdings,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2019,category_return_2019,fund_return_2018,category_return_2018,fund_return_2017,category_return_2017,fund_return_2016,category_return_2016,fund_return_2015,category_return_2015,fund_return_2014,category_return_2014,fund_return_2013,category_return_2013,fund_return_2012,category_return_2012,fund_return_2011,category_return_2011,fund_return_2010,category_return_2010,years_up,years_down,fund_alpha_3years,category_alpha_3years,fund_alpha_5years,category_alpha_5years,fund_alpha_10years,category_alpha_10years,fund_beta_3years,category_beta_3years,fund_beta_5years,category_beta_5years,fund_beta_10years,category_beta_10years,fund_mean_annual_return_3years,category_mean_annual_return_3years,fund_mean_annual_return_5years,category_mean_annual_return_5years,fund_mean_annual_return_10years,category_mean_annual_return_10years,fund_r_squared_3years,category_r_squared_3years,fund_r_squared_5years,category_r_squared_5years,fund_r_squared_10years,category_r_squared_10years,fund_standard_deviation_3years,category_standard_deviation_3years,fund_standard_deviation_5years,category_standard_deviation_5years,fund_standard_deviation_10years,category_standard_deviation_10years,fund_sharpe_ratio_3years,category_sharpe_ratio_3years,fund_sharpe_ratio_5years,category_sharpe_ratio_5years,fund_sharpe_ratio_10years,category_sharpe_ratio_10years,fund_treynor_ratio_3years,category_treynor_ratio_3years,fund_treynor_ratio_5years,category_treynor_ratio_5years,fund_treynor_ratio_10years,category_treynor_ratio_10years
1322,Listed Index Fund China A Share CSI300,Nikko Asset Management Co Ltd,2008/4/7,,"The investment seeks to track the price and performance yield, before fees and expenses, of the CSI300 index.The fund targets all issues traded on the Shanghai and Shenzhen stock exchanges. The index is composed of the top 300 China A-shares based on market value and liquidity listed on the Shanghai and Shenzhen exchanges.",Blend,Large,USD,0,,98.4,0,10.89,1.38,1.07,4.75,7.64,9.2,35.84,4.92,7.97,5.95,2.85,0.73,1.49,13.51,9.91,,,,,,,,,,1840000000,0,"Ping An Insurance (Group) Co. of China Ltd: 7.01, China Merchants Bank Co Ltd: 3.04, Kweichow Moutai Co Ltd: 2.99, Industrial Bank Co Ltd: 2.02, Midea Group Co Ltd Class A: 1.87, Gree Electric Appliances Inc of Zhuhai: 1.82, China Minsheng Banking Corp Ltd: 1.75, Bank of Communications Co Ltd: 1.63, Jiangsu Hengrui Medicine Co Ltd: 1.48, Inner Mongolia Yili Industrial Group Co Ltd: 1.47",-10.81,,-3.5,,-6.49,,-12.43,,-1.18,,7.99,,6.36,,,,,,26.11,,-19.79,,4.82,,68.51,,19.23,,20.18,,-24.65,,-20.26,,6,3,-14.65,,-1.21,,-1.19,,1.03,,1.13,,0.87,,-0.51,,0.78,,0.96,,60.92,,48.64,,38.74,,22.43,,29.04,,29.42,,-0.27,,0.32,,0.39,,-8.16,,4.66,,8.5,
1323,NEXT FUNDS FTSE/JSE Africa Top 40 Linked,Nomura Asset Management Co Ltd,2008/7/25,,"The investment seeks to track the price and yield performance, before fees and expense, of the FTSEu002FJSE Africa Top40 index. The index is designed to represent the performance of South African companies, providing investors with a comprehensive and complementary set of indices, which measure the performance of the major capital and industry segments of the South African market. It consists of the largest 40 companies ranked by full market value in the FTSEu002FJSE All-Share index.",Blend,Large,USD,0,,98.95,0,12.78,1.86,1.76,7.21,27.02,18.49,24.84,4.05,8.94,4.08,0,6.23,0.16,5.28,0.9,,,,,,,,,,405000000,0,"Naspers Ltd-N Shs: 20.94, BHP Group PLC: 9.77, Cie Financiere Richemont SA DR: 8.08, Anglo American PLC: 4.83, Standard Bank Group Ltd: 3.98, Firstrand Ltd: 3.91, Sasol Ltd: 3.88, FTSE/JSE Top40 Index (ALSI) Future Dec18: 2.82, MTN Group Ltd: 2.82, Sandy Steele Unlimited Inc: 2.38",-15.16,,-2.25,,-9.87,,-5.19,,-0.19,,-0.79,,6.96,,,,,,27.22,,4.93,,-20.35,,9.2,,15.88,,29.99,,-23.01,,14.14,,7,2,-6.34,,-4.41,,-2.6,,1.11,,1.09,,0.99,,0.16,,0.11,,0.82,,64.04,,70.42,,76.25,,21.32,,20.58,,23.35,,0.09,,0.06,,0.42,,-0.27,,-0.77,,7.43,
1324,NEXT FUNDS Russia RTS Linked,Nomura Asset Management Co Ltd,2008/7/25,,"The investment seeks to track the price and yield performance, before fees and expense, of the Russia RTS index. The index is comprised of stocks trading on the Russian Trading System. It is a capitalization-weighted index.",Value,Large,USD,0,,98.5,0,4.95,0.78,1.01,5.73,15.92,0.51,18.64,0.45,4.26,0,2.48,3.31,51.03,0.73,2.66,,,,,,,,,,1690000000,3.63,"PJSC Lukoil: 14.69, Sberbank of Russia PJSC: 14.37, Gazprom PJSC: 13.58, NOVATEK PJSC: 7.25, Mining and Metallurgical Company NORILSK NICKEL PJSC: 5.79, Rosneft Oil Co: 4.72, Tatneft PJSC: 4.09, Yandex NV: 2.62, ALROSA PJSC: 2.52, Surgutneftegas PJSC: 2.38",2.16,,3.36,,6.03,,2.98,,9.07,,0.67,,5.7,,,,,,0.06,,47.45,,2.45,,-41.21,,12.35,,20.03,,-27.59,,5.24,,7,2,6.39,,-2.39,,-3.26,,0.78,,0.95,,1.14,,1.02,,0.21,,0.93,,29.7,,32.02,,57.67,,22.13,,26.64,,31.05,,0.55,,0.1,,0.36,,13.27,,-0.93,,5.7,
1328,Nomura Gold-Price-Linked ETF,Nomura Asset Management Co Ltd,2007/8/2,,"The investment seeks to track the price and yield performance, before fees and expenses, of the Gold price in Japanese yen per 1 gram.The fund aims to reflect the price of gold and can be traded in terms of gram equivalent shares, where one gram of gold equals one share of the fund.",,,USD,0,,0,99.32,,,,,,,,,,,,,,,,,,,,,,,,,4740000000,0,G)ubs Ag London Branch: 99.32,-5.58,,0.83,,-0.68,,-3.84,,0.14,,0.33,,4.17,,,,,,7.86,,1.28,,-12.12,,9.69,,-11.78,,18.25,,0.62,,13.5,,7,3,1.05,,0.84,,5.74,,-0.07,,0.11,,0.41,,0.09,,0.03,,0.46,,1.84,,2.3,,17.63,,6.62,,9.28,,15.44,,0.16,,0.04,,0.35,,-12,,-0.72,,10.54,
1329,iShares Core Nikkei 225 ETF,BlackRock Japan Co Ltd,2001/9/4,,iShares Nikkei 225 is an Exchange-traded fund which holds a portfolio representing all stocks (more than 95% of composite ratio) in the Nikkei-225 Stock Average. The objective of the trust is to provide investment results that corresponds to the price and yield performance of the component securities of the Nikkei-225 Stock Average.,Growth,Large,USD,0,,100,0,15.85,1.69,1.09,9.22,9.88,23.78,2.7,2.25,8.48,11.76,0.23,7.58,0.78,17.19,15.36,,,,,,,,,,6.7805E+11,1.51,"Fast Retailing Co Ltd: 9.71, SoftBank Group Corp: 4.70, Fanuc Corp: 3.19, FamilyMart UNY Holdings Co Ltd: 2.65, KDDI Corp: 2.63, Tokyo Electron Ltd: 2.61, Terumo Corp: 2.20, Daikin Industries Ltd: 2.07, Kyocera Corp: 2.01, Eisai Co Ltd: 1.71",-0.14,,2.08,,-1.54,,0.12,,6.03,,9.13,,11.99,,,,,,21.09,,2.2,,10.78,,8.74,,58.89,,25.28,,-15.78,,-1.69,,11,5,2.29,,1.52,,2.59,,1.04,,1,,1.02,,0.59,,0.83,,1.08,,95.52,,95.06,,93.94,,15.29,,15.44,,18.06,,0.46,,0.65,,0.71,,5.84,,9.14,,11.54,
1330,Nikko Exchange Traded Index 225,Nikko Asset Management Co Ltd,2001/7/9,,"The investment seeks to track the price and yield performance, before fees and expenses, of the Nikkei 225 Index.The index is a price-weighted average of 225 top-rated Japanese companies listed in the First Section of the Tokyo Stock Exchange.",Growth,Large,USD,0,,99.36,0,15.84,1.69,1.09,9.21,9.8,23.73,2.66,2.28,8.57,11.79,0.24,7.74,0.77,17.06,15.36,,,,,,,,,,2.88E+12,1.51,"Fast Retailing Co Ltd: 9.70, SoftBank Group Corp: 4.85, Fanuc Corp: 3.02, KDDI Corp: 2.67, FamilyMart UNY Holdings Co Ltd: 2.63, Tokyo Electron Ltd: 2.58, Terumo Corp: 2.22, Daikin Industries Ltd: 2.08, Kyocera Corp: 2.02, Eisai Co Ltd: 1.73",-0.35,,1.99,,-1.58,,-0.05,,5.89,,9.06,,11.93,,,,,,20.98,,2.1,,10.69,,8.65,,58.99,,25.3,,-15.79,,-1.59,,11,5,2.21,,1.43,,2.57,,1.04,,1,,1.02,,0.58,,0.82,,1.08,,95.5,,95.09,,93.93,,15.3,,15.44,,18.08,,0.46,,0.64,,0.71,,5.75,,9.05,,11.51,
1343,NEXT FUNDS REIT Index ETF,Nomura Asset Management Co Ltd,2008/9/17,,"The investment seeks to track the price and yield performance, before fees and expense, of the TSE REIT index. The index is a capitalization-weighted index based on all REITs listed on the TSE and will be calculated with the same methodology as the TOPIX.",Growth,Medium,USD,0,,99.99,0,21.45,1.35,10.01,10.23,0,0,0,100,0,0,0,0,0,0,0,,,,,,,,,,3.1539E+11,3.38,"Nippon Building Fund Inc: 7.55, Japan Real Estate Investment Corp: 6.91, Nomura Real Estate Master Fund Inc: 4.95, Japan Retail Fund Investment Corp: 4.53, United Urban Investment Corp: 4.39, Orix Jreit Inc: 4.06, Daiwa House REIT Investment Corp: 3.55, Nippon Prologis REIT Inc: 3.48, Advance Residence Investment Corp: 3.37, GLP J-REIT: 3.12",13.12,,4.43,,4.76,,13.18,,4.72,,7.97,,12.48,,,,,,-7.11,,9.5,,-5.18,,29.2,,40.57,,40.5,,-22.32,,33.21,,6,3,-0.33,,-0.34,,-0.31,,1,,1,,0.99,,0.41,,0.66,,1.1,,100,,100,,100,,7.6,,8.74,,17.3,,0.65,,0.91,,0.76,,4.79,,7.83,,12.4,
1344,MAXIS TOPIX Core 30 ETF,"Mitsubishi UFJ Kokusai Asst Mgmt Co.,Ltd",2008/9/19,,"The investment seeks to track the price and yield performance, before fees and expenses, of the TOPIX Core 30 index. The index consists of the 30 most liquid stocks with the largest market capitalization that are members of the TOPIX index.",Blend,Large,USD,0,,100,0,11.52,1.13,1.05,4.1,2.21,13.97,16.93,1.73,7.66,4.7,0,15.64,2.1,16.09,18.98,,,,,,,,,,808000000,2.53,"Toyota Motor Corp: 10.19, Mitsubishi UFJ Financial Group Inc: 6.48, Sony Corp: 5.65, SoftBank Group Corp: 5.16, Nippon Telegraph & Telephone Corp: 4.37, Sumitomo Mitsui Financial Group Inc: 4.23, Honda Motor Co Ltd: 3.78, Keyence Corp: 3.58, Mizuho Financial Group Inc: 3.58, KDDI Corp: 3.35",-7.88,,-0.98,,-5.11,,-5.72,,0.43,,4.03,,6.4,,,,,,14.88,,-2.5,,8.84,,4.16,,54.23,,27.44,,-23.28,,-1.97,,6,3,-2.56,,-3.43,,-2.55,,1.04,,1.06,,1.05,,0.18,,0.46,,0.68,,96.53,,97.25,,96.68,,15.16,,16.16,,18.33,,0.14,,0.34,,0.44,,1.02,,4.06,,6.19,
1345,Listed Index Fund J-REIT (TSE REIT Idx),Nikko Asset Management Co Ltd,2008/10/20,,"The investment seeks to track the price and performance yield, before fees and expenses, of the Tokyo Stock Exchange REIT index. The index is a capitalization weighted index that is comprised of all REITs listed on the Tokyo Stock Exchange. It is calculated using the TOPIX methodology.",Growth,Medium,USD,0,,99.36,0,21.42,1.35,10.02,10.27,0,0,0,100,0,0,0,0,0,0,0,,,,,,,,,,2.3138E+11,3.44,"Nippon Building Fund Inc: 7.59, Japan Real Estate Investment Corp: 6.92, Nomura Real Estate Master Fund Inc: 4.93, Japan Retail Fund Investment Corp: 4.73, United Urban Investment Corp: 4.43, Orix Jreit Inc: 4.07, Daiwa House REIT Investment Corp: 3.55, Nippon Prologis REIT Inc: 3.53, Advance Residence Investment Corp: 3.42, GLP J-REIT: 3.15",13.42,,3.77,,4.2,,12.88,,4.56,,7.96,,12.43,,,,,,-7.11,,9.54,,-5.11,,29.11,,40.35,,40.14,,-22.29,,33.38,,6,3,-0.3,,-0.31,,-0.29,,1,,1,,0.99,,0.41,,0.66,,1.1,,100,,100,,99.99,,7.6,,8.73,,17.28,,0.66,,0.91,,0.76,,4.83,,7.86,,12.42,
1346,MAXIS Nikkei 225 ETF,"Mitsubishi UFJ Kokusai Asst Mgmt Co.,Ltd",2009/2/24,,"The investment seeks investment results that correspond (before fees and expenses) generally to the price and yield performance of its underlying index, the Nikkei Stock Average, commonly called the Nikkei 225 (the underlying index). The fund, under normal circumstances, invests at least 80% of its assets in the securities in its underlying index or in depositary receipts representing securities in its underlying index (DRs). The Nikkei 225, which is published by Nikkei Inc. (the index Provider), measures the performance of 225 highly liquid stocks traded on the large cap or first section of the Tokyo Stock Exchange.",Growth,Large,USD,0,,100,0,15.52,1.66,1.07,9.04,10,23.38,2.81,2.18,8.33,11.29,0.23,7.65,0.9,17.59,15.63,,,,,,,,,,1.39E+12,1.45,"Fast Retailing Co Ltd: 9.65, SoftBank Group Corp: 4.59, Fanuc Corp: 3.34, KDDI Corp: 2.85, Tokyo Electron Ltd: 2.65, Daikin Industries Ltd: 2.22, FamilyMart UNY Holdings Co Ltd: 2.22, Kyocera Corp: 2.07, Terumo Corp: 2.06, TDK Corp: 1.65",-0.23,,2.03,,-1.45,,0.03,,5.95,,9.14,,,,,,,,21.03,,2.16,,10.74,,8.72,,59,,25.36,,-15.76,,-1.54,,6,2,2.25,,1.49,,,,1.04,,1,,,,0.58,,0.83,,,,95.51,,95.09,,,,15.3,,15.44,,,,0.46,,0.64,,,,5.8,,9.1,,,
1349,ABF Pan Asia Bond Index,State Street Global Adv Singapore Ltd,2005/7/7,,"The Trust seeks investment results, before fees and expenses, that correspond closely to the total return of the Markit iBoxx ABF Pan-Asia Index (the Underlying Index).nTo achieve the Trusts investment objective, the Manager will adopt a representative sampling strategy (i.e. a strategy investing in a representative sample of securities in the Underlying Index which have a similar investment profile as that of the Underlying Index), or a similar strategy, and invest the Trusts assets primarily in debt obligations denominated in China Renminbi, Hong Kong Dollars, Indonesian Rupiah, Korean Won, Malaysian Ringgits, Philippine Pesos, Singapore Dollars or Thai Baht (each a Asian Currency), issued or guaranteed by government, quasi-government organizations or supranational financial institutions in each case as determined by Markit Indices Limited (the Index Provider) and which are for the time being constituent securities of the Underlying Index (Index Securities).",,,USD,0.19,,0,98.8,,,,,,,,,,,,,,,,,,,,,,,,,3690000000,3.19,"Republic of Singapore 2.75%: 1.19, Republic of Singapore 3.5%: 1.19, The Government of Hong Kong Special Administrative Region 2.93%: 1.14, China (People's Republic Of) 3.52%: 1.12, China Development Bank 3.18%: 1.12, Republic of Singapore 2.25%: 1.11, Philippines (Republic Of) 8%: 1.07, Thailand (Kingdom Of) 4.68%: 0.92, China (People's Republic Of) 2.95%: 0.91",-1.06,,3.08,,0.76,,-0.08,,2.44,,1.49,,4.45,,,,,,9.35,,-0.54,,-3.36,,3.8,,-4.88,,7.47,,6.45,,10.17,,9,3,-1.02,,-0.84,,0,,0.94,,0.93,,0,,0.2,,0.12,,0.34,,97.84,,97.9,,0,,5.93,,5.48,,6.41,,0.23,,0.14,,0.57,,1.28,,0.7,,0,
1357,NEXT FUNDS Nikkei 225 Dble Invrs Idx ETF,Nomura Asset Management Co Ltd,2014/7/14,,,,,USD,0,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,94660000000,0,Nikkei 225 Futures 1812: 203.24,-9.77,,-4.94,,-0.52,,-10.6,,-24.46,,,,,,,,,,-35.65,,-26.27,,-29.07,,,,,,,,,,,,0,3,0,,,,,,0,,,,,,-1.83,,,,,,0,,,,,,29.4,,,,,,-0.74,,,,,,0,,,,,
1362,iShares JPMorgan EM Lcl Govt Bd ETF$Dist,BlackRock Asset Management Ireland - ETF,2011/6/20,,"The investment objective of the Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the J.P. Morgan GBI - EM Global Diversified 10% Cap 1% Floor.nIn order to achieve this investment objective, the investment policy of this Fund is to invest in a portfolio of investment grade fixed income securities, such as government bonds, that as far as possible and practicable consists of the component securities of the J.P. Morgan GBI - EM Global Diversified 10% Cap 1% Floor, this Funds Benchmark Index. The J.P. Morgan GBI - EM Global Diversified 10% Cap 1% Floor measures the performance of local currency emerging markets (EM) government debt.",Blend,Medium,USD,0.5,,0,97.04,,,,,,,,,,,,,,,,0,0.17,4.07,30.6,39,24.45,1.71,0,0,6440000000,5.77,"Republic of South Africa 10.5%: 1.68, Brazil (Federative Republic) 10%: 1.49, Republic of South Africa 8.75%: 1.28, Mexico (United Mexican States) 7.5%: 1.25, Mexico (United Mexican States) 10%: 1.20, Indonesia (Republic of) 8.38%: 1.14, Mexico (United Mexican States) 8%: 1.08, Republic of Colombia 10%: 1.06, Republic of Colombia 7%: 1.04",-7.95,,3.29,,4.37,,-5.95,,3.51,,-1.77,,,,,,,,13.99,,8.72,,-15.01,,-5.05,,-10.92,,16.12,,,,,,3,3,-1.02,,-0.49,,,,1.02,,1,,,,0.35,,-0.1,,,,99.91,,99.72,,,,11.53,,11.07,,,,0.28,,-0.17,,,,2.56,,-2.45,,,
1363,iShares $ Treasury Bd 7-10yr ETFUSD Dist,BlackRock Asset Management Ireland - ETF,2006/12/8,,"The investment objective of this Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the ICE U.S. Treasury 7-10 Year Bond Index. In order to achieve its investment objective, the investment policy of this Fund is to invest in a portfolio of bonds that so far as possible and practicable consists of the component securities of the ICE U.S. Treasury 7-10 Year Bond Index, this Funds Benchmark Index.",Growth,Large,USD,0.2,,0,99.94,,,,,,,,,,,,,,,,0,100,0,0,0,0,0,0,0,3460000000,2.46,"United States Treasury Notes 2.88%: 8.73, United States Treasury Notes 2.75%: 8.58, United States Treasury Notes 2.38%: 7.95, United States Treasury Notes 2%: 7.55, United States Treasury Notes 1.5%: 7.54, United States Treasury Notes 2.25%: 7.45, United States Treasury Notes 1.63%: 7.41",-1.67,,1.32,,-0.43,,-1.75,,0.41,,1.94,,3.06,,,,,,2.47,,0.93,,1.58,,8.69,,-5.85,,3.65,,15.21,,9.29,,9,2,0,,0.2,,-0.1,,1.45,,1.54,,1.58,,0.04,,0.17,,0.26,,98.49,,97.72,,97.46,,4.63,,4.83,,5.96,,-0.12,,0.28,,0.47,,-0.45,,0.82,,1.69,
1364,iShares JPX-Nikkei 400 ETF,BlackRock Japan Co Ltd,2014/12/1,,,Blend,Large,USD,0,,100,0,12.98,1.3,0.9,5.54,7.73,14.86,11.49,3.77,10.09,7.62,1.87,5.63,2.01,19.82,15.12,,,,,,,,,,1.504E+11,1.79,"SoftBank Group Corp: 1.72, Sony Corp: 1.63, Keyence Corp: 1.53, Mitsubishi UFJ Financial Group Inc: 1.53, Honda Motor Co Ltd: 1.44, Sumitomo Mitsui Financial Group Inc: 1.41, Nippon Telegraph & Telephone Corp: 1.38, Mizuho Financial Group Inc: 1.36, Toyota Motor Corp: 1.35, KDDI Corp: 1.24",-7,,4.56,,-3.31,,-5.84,,3,,,,,,,,,,20.39,,-0.44,,11.19,,,,,,,,,,,,2,1,-0.3,,,,,,0.98,,,,,,0.35,,,,,,99.75,,,,,,14.17,,,,,,0.3,,,,,,3.31,,,,,
1369,One ETF Nikkei225,"Asset Management One Co., Ltd.",2015/1/14,,,Growth,Large,USD,0,,98.8,0,18.78,2.2,1.2,8.32,11.55,20.61,2.86,2.32,7.8,9.5,0.21,7.23,0.76,19.46,17.7,,,,,,,,,,3.617E+11,1.41,"Fast Retailing Co Ltd: 7.24, Fanuc Corp: 4.59, SoftBank Group Corp: 4.29, Tokyo Electron Ltd: 3.38, KDDI Corp: 2.64, Kyocera Corp: 2.41, Daikin Industries Ltd: 2.18, Shin-Etsu Chemical Co Ltd: 1.88, Terumo Corp: 1.72, Nitto Denko Corp: 1.63",0.47,,2.13,,-1.48,,0.17,,6.01,,,,,,,,,,21.06,,2.15,,,,,,,,,,,,,,2,0,2.28,,,,,,1.04,,,,,,0.58,,,,,,95.5,,,,,,15.3,,,,,,0.46,,,,,,5.82,,,,,
1385,UBS ETF EURO STOXX 50 EUR A dis,UBS Fund Management (Luxembourg) S.A.,2001/10/29,,"The sub-fund aims to track, before expenses, the price and income performance of the EURO STOXX 50 Index (Net Return) (this sub-fund's ""index""). The index is rebalanced on a quarterly basis and may also be rebalanced at other times in order to comply with applicable investment restrictions or to reflect corporate activity such as mergers and acquisitions.",Blend,Large,USD,0.15,,99.98,0,13.1,1.49,1.11,3.33,8.92,12.19,17.85,0.92,11.14,9.99,4.33,5.19,7.34,12.55,9.56,,,,,,,,,,480500000,2.77,"Total SA: 5.76, SAP SE: 4.32, Sanofi SA: 3.97, Siemens AG: 3.82, Allianz SE: 3.52, Linde PLC: 3.41, Unilever NV DR: 3.26, LVMH Moet Hennessy Louis Vuitton SE: 2.97, Banco Santander SA: 2.96, ASML Holding NV: 2.83",-7.31,,-0.8,,-8.03,,-8.43,,-0.17,,3.82,,6.31,,,,,,9.68,,4.29,,6.88,,4.75,,22.14,,18.52,,-13.79,,-2.8,,12,4,-1.06,,-1.08,,-1.35,,1.07,,1.06,,1.06,,0.05,,0.39,,0.62,,98,,98.44,,98.5,,12.81,,13.88,,16.71,,0.08,,0.35,,0.43,,0.18,,3.77,,5.68,
1386,UBS ETF MSCI Europe EUR A dis,UBS Fund Management (Luxembourg) S.A.,2009/10/2,,"The investment seeks to track the price and yield performance, before fees and expenses, of the MSCI Europe index.nThe sub-fund will take an exposure on the component of its Index. The proportionate exposure by the sub-fund to the component securities will be substantially achieved either through direct investment or through the use of derivatives or through a combination of both techniques.",Blend,Large,USD,0.2,,99.83,0,13.25,1.62,1.14,4.18,7.49,10.33,19,1.44,14.26,14.34,3.93,3.88,8.07,11.71,5.53,,,,,,,,,,,3.18,"Nestle SA: 3.21, Novartis AG: 2.40, Roche Holding AG Dividend Right Cert.: 2.22, HSBC Holdings PLC: 2.05, Royal Dutch Shell PLC Class A: 1.69, BP PLC: 1.62, Total SA: 1.62, Royal Dutch Shell PLC B: 1.39, GlaxoSmithKline PLC: 1.25, Sanofi SA: 1.24",-5.54,,-1.07,,-5.9,,-5.2,,0.53,,4.59,,,,,,,,10.41,,2.65,,8.36,,6.99,,19.88,,17.22,,-8.16,,10.87,,7,1,0.12,,0.12,,,,1,,1,,,,0.09,,0.44,,,,99.98,,99.99,,,,10.03,,11.5,,,,0.14,,0.47,,,,0.94,,4.88,,,
1387,UBS ETF MSCI EMU EUR A dis,UBS Fund Management (Luxembourg) S.A.,2002/9/19,,"The sub-fund aims to track, before expenses, the price and income performance of the MSCI EMU Index (Net Return) (this sub-fund's ""index""). The index is rebalanced on a quarterly basis and may also be rebalanced at other times in order to comply with applicable investment restrictions or to reflect corporate activity such as mergers and acquisitions.",Blend,Large,USD,0.18,,98.96,0,12.68,1.41,0.98,3.44,7.41,13.46,18.58,2.05,11,8.58,5.73,4.42,5.53,14.02,9.22,,,,,,,,,,,3.05,"Total SA: 3.18, Sanofi SA: 2.43, SAP SE: 2.41, Allianz SE: 2.20, Siemens AG: 2.11, Unilever NV DR: 2.04, LVMH Moet Hennessy Louis Vuitton SE: 1.89, Banco Santander SA: 1.84, ASML Holding NV: 1.65, Bayer AG: 1.62",-7.11,,-0.91,,-7.59,,-7.8,,1.23,,5.03,,8.02,,,,,,12.88,,4.75,,10.12,,4.75,,23.78,,19.68,,-14.7,,2.37,,13,2,0.36,,0.35,,0.28,,1,,1,,1,,0.16,,0.48,,0.72,,99.96,,99.97,,99.98,,11.83,,13.02,,15.7,,0.19,,0.46,,0.53,,1.6,,5.25,,7.43,
1388,UBS ETF MSCI EMU Small Cap EUR A dis,UBS Fund Management (Luxembourg) S.A.,2011/10/17,,"The investment seeks to track the price and yield performance, before fees and expenses, of the MSCI EMU Small Cap TR index. The index will invest its net assets predominantly in shares, transferable securities, money market instruments, units of undertakings for collective investment, deposits with credit institutions, structured notes listed or dealt in onna regulated market and other assets eligible under the prospectus.",Blend,Small,USD,0.33,,99.31,0,13.71,1.46,0.85,4.65,8.56,10.73,14.33,11.42,5.06,7.72,4,2.67,1.89,20.12,13.5,,,,,,,,,,111610000,2.99,"LEG Immobilien AG: 1.43, Kingspan Group PLC: 1.25, ASR Nederland NV: 1.24, Orpea SA: 0.91, InterXion Holding NV: 0.88, Merlin Properties SOCIMI SA: 0.88, Rubis SCA: 0.87, Gemalto: 0.86, Scout24 AG: 0.86, Cellnex Telecom SA: 0.83",-11.38,,-2.24,,-11.67,,-9.9,,3.96,,8.37,,,,,,,,24.09,,3.33,,24.46,,4.73,,33.8,,23.58,,,,,,6,0,0.06,,0.27,,,,1,,0.99,,,,0.38,,0.74,,,,99.98,,99.8,,,,12.13,,12.68,,,,0.41,,0.72,,,,4.3,,8.64,,,
1389,UBS ETF FTSE 100 GBP A dis,UBS Fund Management (Luxembourg) S.A.,2001/10/31,,The investment objective is to replicate the price performance and returns of the FTSE 100 index (gross of fees). The fund generally invests in UK large cap stocks contained in the FTSE 100 index. The relative weightings of the companies correspond to their weightings in the index.,Value,Large,USD,0.2,,99.49,0,12.34,1.63,1.08,4.54,9.45,10.22,19.18,0.97,16.46,11.89,3.15,3.73,17.27,6.45,1.23,,,,,,,,,,76050000,4.06,"HSBC Holdings PLC: 7.42, Royal Dutch Shell PLC Class A: 6.06, BP PLC: 5.65, Royal Dutch Shell PLC B: 4.99, GlaxoSmithKline PLC: 4.39, AstraZeneca PLC: 4.31, Diageo PLC: 3.79, British American Tobacco PLC: 3.49, Unilever PLC: 2.63, Vodafone Group PLC: 2.51",-4.48,,-1.41,,-5.08,,-1.26,,7.24,,4.77,,9.03,,,,,,11.74,,18.8,,-1.52,,0.49,,18.31,,9.61,,-2.52,,12.05,,12,4,-0.15,,-0.75,,-1.19,,1.05,,1.06,,1.01,,0.62,,0.43,,0.76,,97.29,,98.01,,98.8,,9.6,,10.2,,12.49,,0.72,,0.46,,0.68,,6.43,,4.02,,8.01,
1390,UBS ETF MSCI Pacific ex Jpn USD A dis,UBS Fund Management (Luxembourg) S.A.,2009/10/2,,"The investment seeks to track the price and yield performance, before fees and expenses, of the MSCI Pacific (ex Japan) index. n The fund will take an exposure on the component of its Index (the Component Securities). The proportionate exposure by the Sub-fund to the Component Securities will substantially achieved either through direct investment or through the use of derivatives or through a combination of both techniques.",Blend,Large,USD,0.3,,99.94,0,13.92,1.51,2.21,7.09,9.46,5.74,38.43,13.65,5.33,5.66,4.44,2.69,3.1,9.65,1.85,,,,,,,,,,178710000,4.54,"AIA Group Ltd: 6.23, Commonwealth Bank of Australia: 5.79, BHP Group Ltd: 4.54, Westpac Banking Corp: 4.11, CSL Ltd: 3.70, Australia and New Zealand Banking Group Ltd: 3.58, National Australia Bank Ltd: 3.10, Hong Kong Exchanges and Clearing Ltd: 2.17, DBS Group Holdings Ltd: 2.01, CK Hutchison Holdings Ltd: 1.78",-8.19,,2.94,,-6.52,,-5.18,,7.82,,1.91,,,,,,,,25.65,,7.5,,-8.75,,-0.78,,5.12,,23.92,,-13.06,,16.4,,5,3,-0.28,,-0.29,,,,1,,1,,,,0.71,,0.25,,,,100,,100,,,,13.3,,14.48,,,,0.56,,0.16,,,,6.93,,1.31,,,
